Title,Original Language
Footnote to Youth #178,fil
Hang Jebat Menderhaka #1017,ms
เสือคำราม #1076,th
Smaller and Smaller Circles #109,fil
Survival in the Killing Fields,km
Footnote to Youth #198,fil
เลือดมังกร #532,th
舞姫 #180,ja
舞姫 #220,ja
소년이 온다 #82,ko
Supernova #558,id
A Cambodian Prison Portrait #355,km
Panglima Awang #190,ms
El Filibusterismo #342,fil
สี่แผ่นดิน #1225,th
กุหลาบป่า #290,th
Siti Nurbaya #566,id
围城 (2002),zh
Bidasari #1071,ms
흰 #325,ko
Siti Nurbaya #265,ms
水浒传 #1128,zh
Siti Nurbaya #926,id
흰 #85,ko
西游记 #1147,zh
Laskar Pelangi #614,id
ฟ้าใหม่ #1240,th
Belenggu #1229,id
羊をめぐる冒険 #825,ja
Belenggu #1089,id
Sang Pemimpi #955,id
海辺のカフカ #503,ja
狂人日记 #614,zh
Ayah #276,id
สี่แผ่นดิน #805,th
Jejak Langkah,id
Banaag at Sikat #464,fil
Mga Ibong Mandaragit #807,fil
흰 #865,ko
細雪 #154,ja
吾輩は猫である #368,ja
작별인사 #303,ko
Siti Nurbaya (2005),id
เลือดมังกร #552,th
風の歌を聴け #1224,ja
Atheis #108,id
Lelaki Harimau - Part 2,id
Noli Me Tangere #881,fil
엄마를 부탁해 #256,ko
서울 1964년 겨울 #575,ko
Panglima Awang #1230,ms
吾輩は猫である #88,ja
1Q84 #1002,ja
三体 #221,zh
Sejarah Melayu,ms
1Q84 #1222,ja
ศรีบูรพา #149,th
소년이 온다 #502,ko
Tenggelamnya Kapal Van Der Wijck #504,ms
흰 #1245,ko
Ranjau Sepanjang Jalan #1008,ms
พระอภัยมณี #1227,th
พระอภัยมณี #587,th
Belenggu,id
Perburuan #1105,id
狂人日记 #174,zh
ศรีบูรพา #349,th
平凡的世界 #1164,zh
Rice and Baguette #1040,km
仮面の告白 #993,ja
Mga Kuwento ni Lola Basyang #811,fil
Negeri 5 Menara #1239,id
Survival in the Killing Fields #792,km
白鹿原 #225,zh
Mga Ibong Mandaragit #267,fil
Florante at Laura #783,fil
红楼梦 #866,zh
人間失格 #856,ja
The Stones Cry Out #150,km
Merpati Putih Terbang Lagi - Part 2,ms
活着 #722,zh
坊っちゃん #547,ja
토지 #486,ko
Footnote to Youth #858,fil
围城 #1183,zh
山月記 #819,ja
ฟ้าใหม่ #1180,th
เลือดมังกร #832,th
May Day Eve,fil
Rice and Baguette #1120,km
소년이 온다 #422,ko
こころ #526,ja
Ranjau Sepanjang Jalan #1068,ms
Florante at Laura #803,fil
엄마를 부탁해 #1236,ko
Mga Ibong Mandaragit: Volume 2,fil
Survival in the Killing Fields #1012,km
三国演义 #1209,zh
คนละฟากฟ้า #593,th
Noli Me Tangere #341,fil
Interlok (2006),ms
채식주의자 #821,ko
水浒传 #1008,zh
Luha ng Buwaya #1065,fil
May Day Eve #360,fil
Supernova #1058,id
Hikayat Hang Tuah #1201,ms
Lagenda Budak Setan #1075,ms
Gapo #134,fil
Never Fall Down #963,km
秋 #879,zh
仮面の告白 #1013,ja
Hujan #620,id
The Lost Executioner,km
Lucky Child #711,km
Sa Mga Kuko ng Liwanag #1233,fil
三国演义 #569,zh
สี่แผ่นดิน #425,th
광장 #373,ko
彷徨 #253,zh
Lelaki Harimau (2011),id
Survival in the Killing Fields #1052,km
한강 #184,ko
羊をめぐる冒険,ja
Rumah Kaca #144,id
First They Killed My Father #881,km
舞姫 #420,ja
Hang Jebat Menderhaka #277,ms
Kekasih Electra #633,ms
จดหมายจากหมาเบื่อ #461,th
伊豆の踊子 (2009),ja
海辺のカフカ (2002),ja
痴人の愛 #735,ja
Siti Nurbaya #486,id
水浒传 #808,zh
Dekada '70 #946,fil
山月記 #979,ja
Smaller and Smaller Circles #1009,fil
Merpati Putih Terbang Lagi #352,ms
彷徨 #233,zh
Laskar Pelangi #334,id
Mga Ibong Mandaragit #767,fil
Florante at Laura #823,fil
春 #98,zh
Interlok #427,ms
Laskar Pelangi #1174,id
Children of Cambodia's Killing Fields #1049,km
The Death of Vishnu #1216,km
Bamboo People #317,km
ชาติหน้าขอให้พบกัน #531,th
Never Fall Down #483,km
Atheis #1048,id
The Death of Vishnu #136,km
ฟ้าใหม่ #600,th
아리랑 - Part 7,ko
Hikayat Hang Tuah #1041,ms
白鹿原 #1025,zh
태백산맥 #948,ko
舞姫 #160,ja
Penawar Bagi Hati #898,ms
西游记,zh
우리들의 행복한 시간 #560,ko
Lucky Child #311,km
痴人の愛 #1155,ja
우리들의 행복한 시간 #420,ko
완득이 #539,ko
呐喊 #572,zh
三国演义 #269,zh
무정 #269,ko
작별인사 #943,ko
Lagenda Budak Setan #275,ms
Luha ng Buwaya #1025,fil
El Filibusterismo #442,fil
Ang Paboritong Libro ni Hudas #650,fil
子夜 #456,zh
ชาติหน้าขอให้พบกัน #311,th
Atheis #1108,id
Mga Ibong Mandaragit #747,fil
Gapo #454,fil
Ilustrado #588,fil
金閣寺 #592,ja
Ang Paboritong Libro ni Hudas #230,fil
Penawar Bagi Hati #1138,ms
The Death of Vishnu #196,km
Bamboo People #1077,km
จดหมายจากหมาเบื่อ #341,th
Voices from S-21 #654,km
彷徨 #1093,zh
Panglima Awang #450,ms
1Q84 #722,ja
Jejak Langkah #263,id
子夜 #1036,zh
7년의 밤 #578,ko
Footnote to Youth #978,fil
春 #198,zh
Lagenda Budak Setan #515,ms
Ronggeng Dukuh Paruk #990,id
呐喊 #732,zh
海辺のカフカ #103,ja
Lagenda Budak Setan #1115,ms
Luha ng Buwaya #485,fil
When Broken Glass Floats #347,km
무정 #789,ko
Hang Jebat Menderhaka #677,ms
Layar Terkembang #727,id
Dekada '70 #1126,fil
金閣寺 #932,ja
Bidasari #371,ms
Bamboo People #437,km
红楼梦 #706,zh
Anak Mat Lela Gila #149,ms
Hang Jebat Menderhaka #437,ms
To Destroy You Is No Loss #928,km
Anak Semua Bangsa #1082,id
Sejarah Melayu #722,ms
Siti Nurbaya #305,ms
Salina #86,ms
仮面の告白 #1153,ja
白鹿原 #925,zh
Ronggeng Dukuh Paruk #890,id
아리랑 #907,ko
Never Fall Down #123,km
Pulang #593,id
Sulalat al-Salatin #783,ms
Bamboo People #217,km
Survival in the Killing Fields #92,km
Dead Stars #517,fil
Tenggelamnya Kapal Van Der Wijck - Part 4,ms
金瓶梅 #670,zh
Smaller and Smaller Circles #529,fil
狂人日记 #114,zh
서울 1964년 겨울 #1195,ko
무정 #689,ko
伊豆の踊子 #390,ja
มัจจุราชเริงรำ #278,th
こころ #906,ja
人間失格 #396,ja
Ayah #116,id
พระอภัยมณี - Part 7,th
Merpati Putih Terbang Lagi #1112,ms
채식주의자 (2000),ko
围城 #1103,zh
1Q84 #762,ja
Ang Paboritong Libro ni Hudas #490,fil
Dekada '70 #266,fil
Luha ng Buwaya #305,fil
家 #517,zh
Cambodia's Curse #453,km
Anak Mat Lela Gila #969,ms
Lelaki Harimau,id
風の歌を聴け - Part 4,ja
Perburuan #665,id
Luha ng Buwaya #965,fil
Dead Stars #237,fil
彷徨 #1053,zh
Hang Jebat Menderhaka #857,ms
痴人の愛 #175,ja
아리랑 #367,ko
Panglima Awang (2009),ms
舞姫 #980,ja
상록수 #1130,ko
金閣寺 #172,ja
May Day Eve #1200,fil
Tenggelamnya Kapal Van Der Wijck #604,ms
西游记 #1027,zh
Rice and Baguette #980,km
Sa Mga Kuko ng Liwanag #173,fil
围城 #1123,zh
Kekasih Electra #653,ms
走れメロス #978,ja
สี่แผ่นดิน #145,th
มัจจุราชเริงรำ #1118,th
Ang Paboritong Libro ni Hudas #250,fil
Little Princes #978,km
金閣寺 - Part 2,ja
細雪 #514,ja
서울 1964년 겨울 #735,ko
坊っちゃん #167,ja
Anak Semua Bangsa #162,id
春 #558,zh
阿Q正传 #1155,zh
Little Princes #1178,km
The Death of Vishnu: Volume 1,km
When Broken Glass Floats #87,km
Lucky Child #251,km
Cantik Itu Luka #1011,id
ABNKKBSNPLAko?! #532,fil
Ronggeng Dukuh Paruk #650,id
Panglima Awang - Part 10,ms
คำพิพากษา #123,th
斜陽 #537,ja
Hikayat Hang Tuah #461,ms
Gadis Jolobu #1220,ms
金瓶梅 #770,zh
To Destroy You Is No Loss #688,km
朝花夕拾 #291,zh
상록수 #170,ko
秋 #1239,zh
Perburuan #305,id
Supernova #738,id
คนละฟากฟ้า #1233,th
คำพิพากษา #1243,th
ลูกอีสาน #1024,th
Layar Terkembang #327,id
난장이가 쏘아올린 작은 공 #392,ko
7년의 밤 #938,ko
三体 #681,zh
มัจจุราชเริงรำ #718,th
Noli Me Tangere #161,fil
Anak Mat Lela Gila #629,ms
How My Brother Leon Brought Home a Wife #99,fil
Jejak Langkah #563,id
Gapo #314,fil
Gadis Jolobu #480,ms
Merpati Putih Terbang Lagi #892,ms
난장이가 쏘아올린 작은 공 #1092,ko
Never Fall Down #843,km
Bumi Manusia #941,id
Cantik Itu Luka #871,id
Siti Nurbaya #986,id
Sejarah Melayu #1222,ms
Mat Jenin #134,ms
The Gate #286,km
คำพิพากษา #323,th
走れメロス #598,ja
仮面の告白 (2012),ja
คำพิพากษา #1163,th
Leftenan Adnan: Volume 1,ms
ตำนานสมเด็จพระนารายณ์ #595,th
伊豆の踊子 #190,ja
伊豆の踊子 #670,ja
How My Brother Leon Brought Home a Wife #1199,fil
Pulang #233,id
こころ #1126,ja
Bidasari - Part 1,ms
阿Q正传 (2014),zh
Rice and Baguette #320,km
Ang Paboritong Libro ni Hudas #1090,fil
토지 #726,ko
Sa Mga Kuko ng Liwanag #433,fil
The Gate #726,km
海辺のカフカ #1243,ja
The Rosales Saga,fil
Little Princes #478,km
Sang Pemimpi #675,id
난장이가 쏘아올린 작은 공 #632,ko
Golden Bones #539,km
Atheis #328,id
吾輩は猫である (2007),ja
Interlok: Volume 2,ms
Salina #246,ms
Footnote to Youth #538,fil
สี่แผ่นดิน #785,th
Sulalat al-Salatin #943,ms
Survival in the Killing Fields #252,km
Never Fall Down #1223,km
Tenggelamnya Kapal Van Der Wijck #184,ms
Ayah #156,id
風の歌を聴け #584,ja
살인자의 기억법 #917,ko
Panglima Awang #630,ms
A Cambodian Prison Portrait #655,km
Never Fall Down #163,km
The Lost Executioner #402,km
1Q84 #562,ja
ノルウェイの森 #1081,ja
Mga Ibong Mandaragit #1007,fil
1Q84 #122,ja
엄마를 부탁해 #196,ko
Hang Jebat Menderhaka #337,ms
Banaag at Sikat #1184,fil
舞姫 #360,ja
삼대 #111,ko
平凡的世界 #564,zh
Leftenan Adnan (2015),ms
金閣寺 #712,ja
우리들의 행복한 시간 #680,ko
Ayah #696,id
細雪 #1134,ja
Siti Nurbaya #666,id
Bamboo People #597,km
สุภาพบุรุษจุฑาเทพ #877,th
阿Q正传 #675,zh
소년이 온다 #1042,ko
완득이 #799,ko
痴人の愛 #1235,ja
仮面の告白 #1073,ja
Leftenan Adnan #576,ms
Negeri 5 Menara #99,id
雷雨 - Part 10,zh
채식주의자 #781,ko
난장이가 쏘아올린 작은 공 #452,ko
รักไม่มีสิทธิ์ #819,th
Cambodia's Curse #853,km
雷雨 #100,zh
아리랑 #527,ko
海辺のカフカ #863,ja
ฟ้าใหม่ #700,th
Lucky Child #271,km
Little Princes #578,km
春 #918,zh
เสือคำราม #516,th
Golden Bones #839,km
ตำนานสมเด็จพระนารายณ์ #255,th
How My Brother Leon Brought Home a Wife #879,fil
Layar Terkembang #1107,id
Perburuan #945,id
舞姫 #680,ja
7년의 밤 #138,ko
Luha ng Buwaya #365,fil
El Filibusterismo #1182,fil
Bidasari #531,ms
Florante at Laura #563,fil
ด้วยรักและผูกพัน,th
吾輩は猫である #1188,ja
Anak Mat Lela Gila #269,ms
Padre Faura Witness the Execution of Rizal #116,fil
阿Q正传: Volume 5,zh
Smaller and Smaller Circles #229,fil
Bamboo People #97,km
走れメロス #278,ja
Children of Cambodia's Killing Fields #589,km
雷雨 #1220,zh
Atheis #1068,id
ศรีบูรพา #209,th
May Day Eve #860,fil
1Q84 #682,ja
破戒 #371,ja
"Stay Alive, My Son #245",km
ノルウェイの森 #241,ja
Anak Mat Lela Gila #549,ms
Footnote to Youth #458,fil
작별인사,ko
Panglima Awang #550,ms
Hang Jebat Menderhaka #697,ms
Ang Paboritong Libro ni Hudas #570,fil
ตำนานสมเด็จพระนารายณ์ #535,th
Sejarah Melayu #282,ms
西游记 #987,zh
伊豆の踊子 #1030,ja
破戒 #211,ja
Bumi Manusia #1141,id
Cinta di Dalam Gelas #717,id
雷雨 #1100,zh
朝花夕拾 #91,zh
จดหมายจากหมาเบื่อ #1161,th
삼대 #451,ko
西游记 #567,zh
Voices from S-21 #414,km
กุหลาบป่า #1130,th
Florante at Laura - Part 3,fil
The Rosales Saga #555,fil
Kekasih Electra #593,ms
ด้วยรักและผูกพัน #962,th
First They Killed My Father #1161,km
家 #457,zh
Children of Cambodia's Killing Fields #849,km
Supernova #278,id
Interlok #167,ms
Atheis #788,id
呐喊 #1232,zh
Voices from S-21 #174,km
破戒 #911,ja
아리랑 #627,ko
Siti Nurbaya #345,ms
こころ #666,ja
ศรีบูรพา #249,th
羊をめぐる冒険 #945,ja
Dekada '70 #986,fil
광장 #1233,ko
To Destroy You Is No Loss #1088,km
สี่แผ่นดิน #845,th
舞姫 #1120,ja
ชาติหน้าขอให้พบกัน #471,th
우리들의 행복한 시간 #340,ko
Mga Ibong Mandaragit #967,fil
Cinta di Dalam Gelas: Volume 2,id
Pulang #653,id
家 #257,zh
Mga Kuwento ni Lola Basyang #151,fil
Ilustrado #988,fil
Salina #946,ms
Dead Stars #177,fil
The Gate #226,km
Bamboo People #937,km
토지 #1226,ko
Never Fall Down #283,km
痴人の愛 #935,ja
In the Shadow of the Banyan #564,km
風の歌を聴け #1044,ja
金瓶梅 #290,zh
Survival in the Killing Fields #332,km
"Stay Alive, My Son: Volume 5",km
雪国 #589,ja
มัจจุราชเริงรำ #838,th
舞姫 #140,ja
무정 #169,ko
ด้วยรักและผูกพัน #302,th
Menara #99,ms
무정 #569,ko
Little Princes #638,km
Golden Bones #699,km
山月記 #679,ja
กุหลาบป่า #770,th
Rumah Kaca #504,id
海辺のカフカ #1123,ja
To Destroy You Is No Loss #468,km
광장 #633,ko
서울 1964년 겨울 #615,ko
Smaller and Smaller Circles #289,fil
Children of Cambodia's Killing Fields #809,km
The Rosales Saga #695,fil
狂人日记 #1174,zh
광장 #993,ko
สุภาพบุรุษจุฑาเทพ #297,th
완득이 #779,ko
สุภาพบุรุษจุฑาเทพ #517,th
살인자의 기억법 #1057,ko
人間失格 #1096,ja
痴人の愛 #595,ja
Penawar Bagi Hati #1178,ms
雷雨 #320,zh
破戒 #851,ja
Negeri 5 Menara,id
走れメロス #798,ja
토지 #466,ko
ลูกอีสาน #944,th
Cantik Itu Luka #631,id
Noli Me Tangere #321,fil
山月記 #939,ja
Tenggelamnya Kapal Van Der Wijck #524,ms
Menara #939,ms
平凡的世界 #144,zh
Mga Ibong Mandaragit #287,fil
คำพิพากษา #423,th
仮面の告白 #313,ja
완득이 #599,ko
金閣寺 #832,ja
상록수 #770,ko
Sa Mga Kuko ng Liwanag #613,fil
ชาติหน้าขอให้พบกัน #1151,th
난장이가 쏘아올린 작은 공 #672,ko
狂人日记 #474,zh
Footnote to Youth #1058,fil
Hujan #720,id
상록수 (2009),ko
Noli Me Tangere #961,fil
仮面の告白 #93,ja
ABNKKBSNPLAko?! #972,fil
Layar Terkembang #407,id
7년의 밤 #518,ko
คำพิพากษา #723,th
아리랑 #247,ko
Sulalat al-Salatin #383,ms
Menara #1219,ms
Atheis #768,id
Tenggelamnya Kapal Van Der Wijck #304,ms
三国演义 #969,zh
Gapo #534,fil
Bamboo People #1237,km
무진기행 #894,ko
風の歌を聴け #124,ja
坊っちゃん #687,ja
우리들의 행복한 시간 #400,ko
Mga Ibong Mandaragit #107,fil
ตำนานสมเด็จพระนารายณ์ #1115,th
こころ #126,ja
Hikayat Hang Tuah #761,ms
The Stones Cry Out #670,km
Belenggu #749,id
Banaag at Sikat #824,fil
Mat Jenin #1174,ms
Survival in the Killing Fields #112,km
红楼梦 #666,zh
เสือคำราม #816,th
Ilustrado #628,fil
Hujan #600,id
海辺のカフカ,ja
伊豆の踊子 #630,ja
Leftenan Adnan #936,ms
Cinta di Dalam Gelas #597,id
狂人日记 #1074,zh
7년의 밤 #338,ko
Hikayat Hang Tuah #921,ms
เลือดมังกร #352,th
우리들의 행복한 시간 #260,ko
Banaag at Sikat #1004,fil
金閣寺 #1012,ja
Negeri 5 Menara #539,id
Negeri 5 Menara #1119,id
The Stones Cry Out #350,km
กุหลาบป่า #650,th
คำพิพากษา #1183,th
秋 #1099,zh
Ranjau Sepanjang Jalan #1188,ms
Cambodia's Curse #113,km
สุภาพบุรุษจุฑาเทพ #717,th
Lucky Child #691,km
細雪 #1174,ja
จดหมายจากหมาเบื่อ #641,th
무정 #289,ko
Tenggelamnya Kapal Van Der Wijck #944,ms
朝花夕拾 #831,zh
난장이가 쏘아올린 작은 공 #1012,ko
Lagenda Budak Setan #315,ms
Florante at Laura #383,fil
How My Brother Leon Brought Home a Wife #179,fil
吾輩は猫である #268,ja
Jejak Langkah #743,id
1Q84 #742,ja
雷雨 #400,zh
吾輩は猫である #568,ja
กุหลาบป่า #310,th
Leftenan Adnan,ms
무진기행 #594,ko
Salina #706,ms
呐喊 #1132,zh
흰 #445,ko
Children of Cambodia's Killing Fields #869,km
Belenggu #729,id
Ang Paboritong Libro ni Hudas #1070,fil
Dekada '70 #506,fil
Dekada '70 #426,fil
舞姫 #340,ja
围城 #303,zh
Sejarah Melayu #922,ms
阿Q正传 - Part 5,zh
Lucky Child #771,km
우리들의 행복한 시간 #1060,ko
風の歌を聴け: Volume 4,ja
吾輩は猫である #128,ja
To Destroy You Is No Loss #108,km
痴人の愛 #295,ja
El Filibusterismo #1142,fil
Rumah Kaca #984,id
Leftenan Adnan #376,ms
Menara #699,ms
Smaller and Smaller Circles #669,fil
破戒 #571,ja
平凡的世界 #524,zh
Penawar Bagi Hati #1058,ms
The Lost Executioner #102,km
Survival in the Killing Fields #192,km
สี่แผ่นดิน #185,th
細雪,ja
Anak Semua Bangsa - Part 2,id
Kekasih Electra #1173,ms
Perburuan #425,id
흰 #805,ko
平凡的世界 #784,zh
活着 #742,zh
Cinta di Dalam Gelas - Part 7,id
Ilustrado #1068,fil
Ilustrado #1008,fil
人間失格 #1076,ja
채식주의자 #441,ko
Leftenan Adnan #1136,ms
Layar Terkembang #787,id
Lucky Child #191,km
7년의 밤 #598,ko
こころ #566,ja
Sang Pemimpi #155,id
우리들의 행복한 시간 #720,ko
吾輩は猫である #888,ja
Survival in the Killing Fields #272,km
Atheis #88,id
ABNKKBSNPLAko?! #592,fil
Dead Stars #797,fil
Padre Faura Witness the Execution of Rizal #856,fil
春 #498,zh
阿Q正传 #915,zh
Sejarah Melayu #82,ms
三国演义 #909,zh
ขุนช้างขุนแผน #346,th
ด้วยรักและผูกพัน #122,th
